NMFS_DNA_ID_use,SAMPLE_ID,GENUS,SPECIES,LENGTH,WEIGHT,REPORTED_LIFE_STAGE,COLLECTION_DATE,NMFS_DNA_ID,STATE_F,COUNTY_F,WATERSHED,inversion_call,Water_Name,Site,Treatment,Treatment.Temp,Start.Temp_C,LOE.Temp_C
M145964,EA-60,Oncorhynchus,mykiss,105,12.8,Juvenile,9/11/25,M145964,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,3,23,23.2,31.1
M145965,EA-61,Oncorhynchus,mykiss,94,9.5,Juvenile,9/11/25,M145965,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.2,31.1
M145966,EA-62,Oncorhynchus,mykiss,91,7.2,Juvenile,9/11/25,M145966,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.2,31.4
M145967,EA-63,Oncorhynchus,mykiss,90,7.2,Juvenile,9/11/25,M145967,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.2,31.4
M145968,EA-64,Oncorhynchus,mykiss,98,9.5,Juvenile,9/11/25,M145968,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.2,31.6
M145969,EA-65,Oncorhynchus,mykiss,98,10.1,Juvenile,9/11/25,M145969,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.2,31.6
M145970,EA-66,Oncorhynchus,mykiss,102,10.9,Juvenile,9/11/25,M145970,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23,31.44
M145971,EA-67,Oncorhynchus,mykiss,115,16.4,Juvenile,9/11/25,M145971,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23,31.6
M145972,EA-68,Oncorhynchus,mykiss,120,20.4,Juvenile,9/11/25,M145972,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23,31.6
M145973,EA-69,Oncorhynchus,mykiss,92,8.1,Juvenile,9/11/25,M145973,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23,31.6
M145974,EA-70,Oncorhynchus,mykiss,95,8.9,Juvenile,9/11/25,M145974,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23,31.6
M145975,EA-71,Oncorhynchus,mykiss,97,8.3,Juvenile,9/11/25,M145975,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23,31.7
M145976,EA-72,Oncorhynchus,mykiss,78,5,Juvenile,9/11/25,M145976,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23,31.8
